Order Date,Customer Location Latitude,Customer Location Longitude
2024-10-30,-64.42276475149963,-104.31484836497168
2024-11-06,38.71550514651889,-93.66429560366437
2024-03-28,-82.20850418837702,-13.563826510339425
2024-11-24,88.75096445850485,44.094276576220466
2024-10-11,53.46136646699449,-56.53531275296096
2024-02-23,-79.83082284449964,-69.67153782132918
2024-02-16,-49.922719148570685,-20.398794321979835
2024-03-11,-36.00140013951081,128.40235416679997
2024-08-29,-2.1892160370151856,114.2476122441903
2024-12-20,-87.44232696823194,-4.448196081480688
2024-03-02,-60.42568958523529,21.059217718133567
2024-03-07,13.171174586471253,-154.00230038415776
2024-10-28,10.176187522407957,23.57902983393734
2024-06-11,16.24546710448736,99.8457145413791
2024-06-05,-73.3898992140175,171.78801497427304
2024-05-30,6.888159244874004,-166.10690385918912
2024-01-13,38.48457460055445,179.748426261386
2024-04-26,58.878878568122275,-152.19256576497588
2024-11-22,-58.79998773683921,107.43830074919924
2024-02-13,72.86086296438054,-157.10290144009136
2024-05-28,-66.13511978963788,81.13850284440718
2024-07-07,-87.5560413854198,27.396616413360306
2024-08-23,-40.88273222321274,29.410969276418626
2024-07-29,-45.33228641395713,174.58814725385878
2024-03-24,-80.38900268437799,91.59773810238005
2024-02-18,-47.50814959046014,15.467618284768179
2024-06-16,7.333620906305413,-18.825975107499687
2024-08-19,65.81744597025747,-70.95908790132685
2024-04-23,-20.436886343964176,-23.995984741472
2024-08-18,86.31716984559716,-122.95677700964518
2024-07-13,40.41296217543274,-16.007380049928088
2024-03-22,-37.62523054390326,40.07060084701365
2024-02-25,56.401776433617954,12.670643923969322
2024-10-21,43.9333362285565,28.062531583798574
2024-10-16,-53.212222258623925,54.577987305015284
2024-04-02,28.77556768220147,-70.04893680836787
2024-02-24,-31.745068393857494,-108.18668456989013
2024-11-04,-54.50991475238435,-88.47212912566015
2024-09-09,13.275288033464491,160.83015681137272
2024-06-06,-67.61329793259105,-165.85912301629256
2024-02-16,1.7672314203718713,-46.527344099246534
2024-02-15,-9.339895352309568,65.68857283825838
2024-11-22,-34.32024679737454,74.1186623403807
